valor,hora,dispositivo_novo,tentativas_24h,distancia_km,fraude
1374.6,0,True,1,745.66,1
4216.14,9,False,4,590.28,0
2322.21,19,False,5,1660.08,0
3206.04,14,False,2,1842.28,0
2991.41,23,False,1,1118.96,0
4431.72,10,False,1,336.28,0
1682.09,6,False,4,948.31,0
1922.11,10,False,5,1799.92,0
3917.88,4,True,1,1264.28,1
2431.7,12,True,5,1228.59,1
4771.47,20,False,0,1897.53,0
3113.82,12,False,0,486.3,0
1370.94,6,True,0,196.18,0
16.19,10,False,3,1422.59,0
605.81,16,True,0,41.34,0
168.71,22,False,1,1553.55,0
2069.79,22,True,5,1766.18,1
4601.09,16,False,0,1981.11,0
2425.61,16,True,1,1138.82,0
1843.52,13,True,0,567.23,0
4230.6,5,False,4,13.16,0
1192.36,7,True,4,1870.71,1
2820.11,21,False,2,435.68,0
2123.83,1,True,2,643.33,1
3487.43,3,False,4,906.65,0
2313.81,22,False,1,1788.7,0
3480.82,12,True,4,1951.06,1
4596.67,23,True,3,601.95,1
2292.63,21,False,0,256.26,0
3111.53,15,True,5,394.31,0
2127.38,6,True,2,420.32,0
3146.47,16,True,3,200.18,0
2681.15,21,True,3,1556.79,0
2758.46,14,False,5,282.42,0
3911.9,7,False,3,334.05,0
874.02,13,True,0,1975.21,0
660.49,6,True,0,1010.61,0
2396.52,14,True,5,1092.54,1
3672.95,22,True,4,1834.17,1
3121.03,21,True,5,360.11,0
4660.11,21,True,0,1743.52,0
2564.63,17,True,3,260.58,0
2044.83,11,False,3,1854.97,0
805.23,19,False,2,7.36,0
3404.23,21,False,1,1185.89,0
3959.51,22,False,3,519.49,0
253.23,21,True,1,183.99,0
2150.52,15,True,2,1971.52,0
4566.4,2,False,0,880.15,0
4241.09,15,False,3,1396.48,0
1730.55,3,True,0,24.66,1
805.01,4,True,1,1763.17,0
2186.7,6,True,5,1653.85,1
4496.19,23,False,4,800.64,0
4671.95,3,True,5,1959.2,1
3638.92,23,False,4,455.87,0
1383.53,20,False,3,1321.57,0
1937.8,21,False,5,1049.12,0
3332.68,18,True,0,1546.72,0
897.01,6,False,1,464.24,0
4860.86,1,False,1,216.83,0
808.45,22,False,5,287.98,0
2565.31,0,True,3,274.07,1
1068.03,6,False,4,1467.92,0
1411.34,10,False,5,1821.1,0
890.7,15,False,4,1660.52,0
3648.11,21,True,4,1764.3,1
2241.7,9,False,4,1730.66,0
855.29,8,False,0,920.63,0
2629.23,9,False,2,1663.96,0
2404.34,11,False,0,310.58,0
4862.09,16,False,4,493.48,0
1677.3,15,False,3,1647.4,0
1292.53,2,True,2,1408.57,1
2582.73,20,False,1,1201.56,0
2829.0,9,False,5,127.85,0
3981.19,2,False,1,1178.97,0
1185.47,13,False,0,1770.38,0
1891.51,5,True,5,1205.0,1
4285.18,7,True,4,1134.24,1
1267.95,10,True,2,878.9,0
2678.88,8,False,5,682.48,0
75.31,10,True,0,173.89,0
3639.46,20,True,3,1064.12,0
1969.04,1,True,0,1466.73,1
3181.64,4,False,0,1754.44,0
345.93,3,True,4,1.65,0
1797.88,21,False,0,343.55,0
3156.11,16,False,3,951.36,0
87.62,16,True,5,821.95,0
2158.49,20,False,1,620.09,0
4389.22,20,True,4,1451.97,1
4573.56,10,False,1,84.77,0
2365.42,16,False,5,1045.55,0
4513.07,1,True,2,1384.53,1
4388.43,14,True,2,1221.2,0
2547.35,22,True,0,282.59,1
2983.07,3,True,5,860.63,1
427.96,3,True,0,1357.39,0
1829.14,12,False,1,1574.65,0
1052.99,7,False,1,1823.25,0
2992.36,0,False,0,1749.28,0
993.09,19,False,2,1975.65,0
1277.46,3,True,0,97.76,1
234.88,12,True,4,1223.81,0
1137.14,6,False,2,339.26,0
1215.27,11,True,0,1155.75,0
2188.05,15,True,5,1643.47,1
2285.76,14,True,2,689.47,0
4987.81,10,False,2,1107.0,0
4396.64,19,True,2,1991.29,0
1416.24,3,False,4,245.7,0
1735.47,13,False,3,1943.43,0
1545.04,14,False,5,952.86,0
1005.19,17,False,2,1928.37,0
4399.89,1,False,0,807.61,0
3616.3,5,True,3,1492.69,1
827.29,6,False,0,1340.71,0
1868.54,11,True,5,1009.43,1
376.37,9,True,1,309.71,0
722.02,1,False,5,1963.44,0
1585.07,17,False,2,1318.94,0
3422.73,13,False,5,970.77,0
1162.99,16,False,0,1778.41,0
677.09,4,False,4,803.45,0
3484.63,5,True,2,1959.54,1
3707.83,9,True,2,358.47,0
1374.77,13,True,1,588.41,0
