valor,hora,dispositivo_novo,tentativas_24h,distancia_km,fraude
227.65,20,False,3,1198.67,0
4230.23,7,True,1,1654.76,0
2181.3,16,True,1,709.91,0
1531.48,20,False,2,445.27,0
2533.19,23,True,5,541.98,1
4434.36,3,False,5,1109.72,1
1363.51,15,False,2,1814.61,0
1799.16,0,True,5,95.87,1
642.29,2,False,2,1865.49,0
1735.21,18,True,1,1899.9,0
3286.71,14,False,5,1023.41,0
2193.32,10,True,0,114.26,0
3742.69,20,False,1,402.13,0
3305.45,3,True,1,1686.89,1
2620.89,16,False,0,734.42,0
127.88,1,True,2,1134.44,0
4169.06,1,True,2,445.12,1
684.81,13,True,3,525.15,0
4605.55,22,True,4,1188.42,1
1479.34,18,True,2,1137.41,0
1212.0,1,False,4,1013.02,1
2098.09,17,False,2,988.5,0
1026.12,8,True,2,895.86,0
4012.71,9,False,1,288.09,0
424.47,0,True,4,95.92,0
3110.21,3,True,3,345.73,1
3658.42,5,True,0,1450.15,1
871.71,20,False,2,998.39,0
1342.52,20,False,3,1610.22,0
104.1,7,False,5,615.7,0
481.06,19,True,2,353.83,0
2309.32,4,True,1,1445.34,1
696.12,4,False,4,1131.01,0
169.1,12,False,2,236.43,0
305.55,11,False,3,1810.46,0
1037.07,4,True,3,593.79,1
3874.6,22,True,3,1389.03,0
3123.81,20,True,2,1935.61,0
443.18,2,True,3,922.64,0
1359.89,21,True,0,186.39,0
3231.6,19,False,0,1859.78,0
1545.81,11,False,5,757.55,0
1372.76,13,True,0,106.45,0
4280.17,17,False,5,1135.5,0
4596.8,4,False,5,712.35,0
1199.04,7,True,2,1008.55,0
3160.9,13,True,5,148.46,0
1142.15,16,False,1,458.68,0
421.69,9,True,0,1590.85,0
1514.22,20,False,1,481.63,0
2043.33,3,False,4,262.38,0
1760.29,15,False,0,177.75,0
3336.07,7,True,2,1951.45,0
1208.42,22,True,5,164.5,0
2840.36,15,False,0,761.99,0
508.47,22,False,4,884.24,0
3854.98,14,True,1,1598.85,0
2765.57,3,False,1,1715.07,0
1844.93,7,True,5,150.95,0
4437.59,0,True,1,476.39,1
762.62,16,False,4,240.22,0
3315.24,19,True,0,593.53,0
4649.01,21,False,3,214.68,0
1869.33,0,True,4,847.01,1
4637.12,4,True,2,1205.18,1
4628.88,5,False,0,972.26,0
4209.86,3,False,5,438.15,0
1676.22,5,False,1,1827.68,0
1881.58,21,True,1,1357.51,0
3649.98,14,False,0,130.95,0
3656.14,15,True,0,608.24,0
4549.41,23,True,3,1055.68,1
2890.72,9,False,4,1027.36,0
1860.58,13,False,5,1665.96,0
311.98,14,True,3,1350.01,0
550.96,21,True,1,991.52,0
4050.48,17,True,3,1161.85,0
1140.77,18,False,5,526.67,0
4989.19,16,False,3,258.79,0
2817.99,4,True,0,1949.58,1
3399.66,11,True,4,740.04,0
1829.52,21,False,4,286.03,0
2789.94,17,True,0,457.89,0
118.88,4,True,1,304.64,0
3298.2,22,False,0,236.53,0
3477.06,14,False,2,934.56,0
4347.97,10,False,5,164.82,0
2787.91,14,False,3,835.12,0
460.93,12,True,1,272.3,0
3597.23,19,True,0,287.33,0
3381.42,1,False,2,895.78,0
2769.72,9,False,5,1301.9,0
612.63,7,False,0,1980.52,0
2127.05,0,True,2,120.4,1
1513.58,11,True,3,1242.8,0
868.16,11,False,3,436.4,0
4314.12,18,True,5,92.66,0
2806.42,11,True,1,830.65,0
869.56,1,False,2,1648.12,0
3870.11,0,False,5,1483.61,1
1858.94,9,False,3,563.03,0
4766.99,5,False,5,1851.4,1
1309.99,5,False,4,466.33,0
1081.13,23,False,1,1970.45,0
3490.89,15,True,1,1863.97,0
53.15,20,True,3,843.16,0
1711.15,21,True,3,667.53,0
2925.33,1,False,4,1850.29,1
3226.11,19,False,1,448.3,0
1929.31,4,True,1,1624.55,1
1802.69,21,True,5,541.85,0
1061.99,20,False,0,611.08,0
705.3,22,True,3,1456.41,0
2671.33,20,True,3,782.46,0
4424.49,3,False,4,107.23,0
4280.08,8,False,4,1744.95,0
976.51,15,False,1,1055.7,0
347.3,12,False,1,1329.06,0
1584.0,8,True,0,1092.61,0
4828.17,16,True,4,1528.81,1
2105.28,23,False,2,1785.15,0
1313.05,11,True,0,1678.25,0
4980.4,5,False,1,182.88,0
4664.58,11,True,5,1234.32,1
632.65,5,True,5,491.46,0
3753.69,13,True,0,527.44,0
4039.61,4,True,3,238.02,1
1370.49,2,True,3,765.75,1
4122.26,1,True,1,4.14,1
4154.82,22,True,1,287.77,0
2374.35,1,True,1,162.34,1
3699.18,15,True,2,87.08,0
4635.07,1,True,3,263.95,1
3927.73,19,True,5,514.65,0
4462.0,10,False,3,1600.48,0
4420.62,9,False,2,240.68,0
3467.77,12,False,3,1687.88,0
3955.34,3,True,5,1134.12,1
329.2,2,True,4,1223.13,1
2026.84,13,False,0,1212.23,0
1792.16,2,True,5,275.13,1
3790.69,2,True,2,553.99,1
4495.3,13,False,5,1501.57,0
1920.71,3,False,4,1188.96,1
4980.74,5,True,5,1012.01,1
4952.26,4,True,1,241.73,1
3527.71,12,True,2,1538.91,0
2900.79,21,True,5,441.45,0
837.41,6,False,1,408.84,0
4872.99,7,True,4,547.06,0
4914.88,22,False,3,1539.41,0
1413.7,22,True,3,984.03,0
748.44,16,False,2,133.36,0
3223.8,4,False,3,1899.31,0
959.72,7,True,3,1940.18,0
2717.59,1,False,0,1139.52,0
2179.3,12,False,3,1096.14,0
3722.04,5,False,0,1975.9,0
3334.88,11,True,1,445.14,0
4364.03,14,False,3,1968.33,0
1470.94,8,True,1,859.79,0
1418.73,0,False,3,1975.29,0
1328.91,12,False,1,1263.05,0
2235.4,3,True,2,1604.18,1
4399.3,17,True,0,1601.29,0
4259.67,13,False,5,423.69,0
1983.79,3,False,2,836.39,0
692.91,23,False,5,1046.86,0
1891.04,12,False,0,1208.14,0
4558.79,6,True,1,232.67,0
2343.31,16,True,3,97.97,0
563.71,17,False,1,413.55,0
3669.02,9,False,4,1670.03,0
1800.39,7,False,3,409.36,0
1143.61,13,False,1,973.89,0
2793.54,1,True,0,1105.38,1
3032.24,15,True,4,748.5,0
3793.87,16,False,1,1277.31,0
4377.77,3,False,5,57.68,0
1250.51,5,False,3,1377.29,0
361.87,4,False,0,1965.14,0
4823.06,0,True,1,1051.27,1
1371.12,18,True,3,1749.01,0
4091.55,23,False,0,1372.85,0
3833.23,19,False,5,810.65,0
2188.97,11,True,4,1191.95,1
134.79,23,True,3,799.64,0
2885.85,17,False,1,1961.43,0
4419.74,14,True,2,606.47,0
1100.75,7,False,3,1716.93,0
3698.5,15,True,4,121.75,0
4259.13,20,False,0,289.58,0
4337.72,7,True,1,585.64,0
4006.52,12,True,1,116.59,0
1750.97,14,False,5,1398.25,0
371.28,2,True,4,204.32,0
4340.11,4,True,2,1978.72,1
257.54,10,True,3,1087.56,0
4330.33,17,True,2,836.11,0
2272.02,2,True,4,733.02,1
3498.19,22,True,0,167.3,0
4056.63,10,True,2,1483.65,0
4623.45,4,False,5,1186.7,1
1065.91,2,True,5,1067.65,1
3767.23,10,True,3,1056.12,0
2944.75,22,False,3,48.62,0
4013.54,3,False,2,1053.69,0
833.55,14,False,4,900.49,0
930.21,22,False,0,1468.47,0
1075.93,10,False,0,726.04,0
481.3,20,True,5,1916.91,0
3233.04,13,True,0,658.24,0
2004.41,18,False,4,1269.14,0
1586.65,22,False,5,643.16,0
2678.16,16,False,3,754.36,0
575.45,10,True,5,182.0,0
2836.15,5,False,4,1839.13,1
2357.76,17,True,1,428.12,0
3833.84,14,True,5,1337.83,1
3722.55,21,False,2,1733.78,0
361.38,6,False,5,1781.92,0
441.68,21,False,5,1151.37,0
3935.32,23,True,2,62.03,1
2754.17,15,False,1,1376.92,0
2713.66,23,False,4,372.94,0
2987.95,22,False,2,1431.42,0
2082.64,20,True,1,1687.06,0
1745.85,15,True,0,1651.6,0
4026.0,18,False,4,1553.68,0
1547.53,7,False,4,1653.66,0
3983.19,5,False,0,1957.8,0
4945.92,0,True,4,37.07,1
882.33,10,False,0,1750.79,0
654.47,9,False,1,1179.49,0
4209.29,21,True,0,305.49,0
1949.47,22,True,4,361.41,0
258.63,15,False,1,582.42,0
2459.96,3,False,1,215.29,0
2754.67,0,True,2,777.27,1
1032.1,7,True,5,261.06,0
95.89,23,True,4,878.86,0
4715.91,7,False,5,1441.69,0
4624.05,21,False,4,1146.02,0
3179.35,17,False,5,367.91,0
3854.52,6,True,5,1469.01,1
4700.02,13,True,1,199.46,0
4645.4,0,True,4,682.57,1
1466.64,4,True,4,10.32,1
1209.63,2,False,1,1088.71,0
3344.1,19,False,4,331.12,0
4509.5,11,False,2,371.49,0
525.52,17,True,1,86.3,0
4967.31,20,True,2,269.87,0
2996.0,4,True,3,1012.81,1
4663.41,1,False,1,893.64,0
3662.89,20,False,5,596.19,0
2055.94,16,True,1,621.67,0
4204.94,3,True,3,1926.28,1
3421.67,2,False,5,572.91,0
4267.49,0,False,0,1360.14,0
4257.91,8,True,4,1361.32,1
606.51,5,True,3,1952.61,0
2653.46,18,False,3,1859.16,0
203.83,5,True,0,1669.9,0
4154.68,1,False,5,1958.16,1
2599.39,4,True,1,1130.69,1
4439.08,3,True,0,1344.85,1
4024.07,16,True,2,1790.95,0
3027.42,3,False,2,398.3,0
4595.66,10,False,4,287.87,0
3416.18,9,True,0,681.92,0
4502.01,18,False,1,1606.79,0
598.93,5,True,4,1878.55,1
3284.32,7,False,2,1340.41,0
988.75,10,False,3,670.4,0
4114.2,18,False,4,425.29,0
4805.17,2,False,5,658.08,0
3765.82,17,False,1,1881.36,0
1214.66,19,False,3,976.15,0
823.48,14,False,4,863.79,0
3805.75,15,False,3,1149.86,0
1686.49,8,True,5,286.01,0
2972.77,19,False,0,510.72,0
1020.78,5,True,0,62.36,1
1871.17,19,False,2,136.91,0
4324.24,14,True,4,853.56,0
4819.63,10,True,0,1064.67,0
891.41,4,True,4,1892.13,1
3151.5,17,True,2,1213.26,0
1568.66,1,True,1,133.1,1
1052.5,2,True,3,752.42,1
3166.61,3,True,4,1382.19,1
2547.7,11,True,2,1976.11,0
3301.54,11,True,1,909.37,0
3478.95,19,False,3,1051.56,0
3273.27,1,True,2,529.87,1
3430.79,0,False,3,1830.78,0
3259.55,4,False,1,826.48,0
4174.69,23,False,0,1320.68,0
198.31,11,True,5,1352.08,0
3288.23,13,True,0,1413.03,0
1643.84,13,True,5,1327.69,1
413.72,19,False,2,1869.11,0
1085.16,22,False,2,263.78,0
2285.85,17,True,1,1090.12,0
3442.71,9,False,4,776.5,0
2583.13,7,False,5,1713.49,0
965.77,23,False,0,1271.99,0
4335.56,10,False,2,74.5,0
3385.34,4,True,5,51.33,1
1617.04,5,True,2,660.27,1
4709.12,7,False,1,428.22,0
2481.2,11,False,4,318.77,0
1463.14,6,False,0,252.17,0
3412.91,2,True,1,1899.84,1
1879.1,5,False,3,1628.4,0
2778.57,0,False,0,353.71,0
4088.59,19,False,4,941.55,0
3841.89,4,False,4,376.37,0
1615.44,11,False,3,1036.96,0
4633.6,20,False,4,1533.51,0
126.53,2,False,3,125.36,0
2437.86,17,False,0,1122.63,0
97.93,19,True,2,473.56,0
3860.67,13,True,2,1250.66,0
4733.91,23,True,1,30.79,1
476.83,13,True,5,1541.91,0
1515.62,4,True,0,718.69,1
2715.3,11,True,4,937.76,0
4417.07,2,False,3,1831.01,0
3975.27,17,True,4,1151.99,1
1765.4,0,False,0,639.33,0
4741.71,15,True,1,995.71,0
2922.43,14,True,2,1414.61,0
3982.01,16,True,2,580.62,0
218.55,2,True,1,1315.88,0
1015.06,7,False,0,674.69,0
4125.96,20,True,1,1154.71,0
1347.71,21,True,2,1423.26,0
1734.24,7,False,0,1259.4,0
1843.33,6,False,0,1491.69,0
4905.49,12,True,5,369.77,0
3709.87,17,False,5,1194.81,0
3534.21,4,False,1,1405.91,0
3060.69,10,True,0,1542.2,0
1796.25,22,False,1,206.46,0
4174.82,19,True,1,1196.82,0
1316.3,4,True,5,1698.74,1
1141.93,17,False,3,683.93,0
646.33,15,False,5,1629.23,0
3682.45,17,False,0,275.91,0
1159.95,20,False,0,1779.07,0
4862.98,2,False,2,641.21,0
3146.49,0,False,3,1212.28,0
4930.06,10,False,3,628.52,0
4890.14,21,False,4,816.16,0
2637.52,11,True,3,108.73,0
3918.11,3,True,3,19.03,1
4907.79,10,False,0,743.53,0
4216.86,13,True,2,1001.12,0
126.24,20,True,2,1088.8,0
3306.31,13,True,1,323.89,0
698.46,2,True,1,995.95,0
594.87,12,False,2,205.43,0
2852.84,14,False,2,1827.63,0
4058.03,22,True,5,799.81,0
3578.96,9,False,5,1540.99,0
4963.3,1,True,1,111.23,1
689.51,11,True,0,1865.66,0
3972.36,17,False,4,1739.3,0
1049.71,21,True,5,1710.62,1
4622.98,9,True,1,1216.66,0
3232.21,13,False,1,541.77,0
2630.21,13,True,1,1724.96,0
347.82,4,True,1,3.28,0
1347.29,13,True,1,559.98,0
1493.89,6,False,1,1355.61,0
4213.11,5,True,4,109.17,1
666.87,17,True,5,1873.01,0
1383.2,1,True,3,14.14,1
1686.22,10,True,4,180.04,0
4953.21,10,False,2,1641.7,0
4933.9,7,False,5,1102.51,0
2665.51,11,True,4,1462.97,1
2537.33,17,True,4,946.2,0
3060.67,21,False,0,1915.69,0
4470.58,12,False,2,259.96,0
179.44,20,True,0,307.47,0
533.78,7,False,5,1594.2,0
4445.56,19,True,1,520.26,0
3106.63,0,True,0,1630.17,1
296.37,7,True,3,1820.05,0
737.05,18,False,2,479.81,0
4028.59,3,False,2,1958.18,0
4432.54,4,True,0,1428.77,1
3639.52,6,True,4,1580.84,1
3883.01,19,True,0,1053.95,0
2481.32,18,False,0,1897.96,0
2840.27,0,True,4,1990.73,1
870.92,4,False,1,1576.47,0
4049.41,7,False,4,1259.33,0
782.24,13,False,2,172.82,0
246.23,4,False,2,799.94,0
617.15,14,True,2,1572.83,0
712.83,19,False,2,454.91,0
3830.05,8,False,0,1798.37,0
350.6,11,True,1,1552.72,0
1590.89,2,False,2,1009.11,0
3925.38,6,False,5,1094.74,0
3041.51,7,False,2,1864.47,0
1726.33,18,False,4,1145.42,0
2822.62,1,False,3,1013.8,0
4162.34,18,False,1,1380.19,0
465.35,4,False,1,1844.61,0
3832.21,11,True,1,1175.73,0
2441.62,17,False,3,1499.4,0
718.73,13,True,1,1456.79,0
2213.11,16,False,3,1156.09,0
4333.4,15,True,1,716.14,0
1240.8,11,True,1,1941.6,0
